chemical,protein,label
281,ENSP00000302620,0
5311304,ENSP00000260970,0
501640,ENSP00000263038,0
1117,ENSP00000343925,1
5202,ENSP00000393333,1
10591,ENSP00000354876,0
1405,ENSP00000362674,0
3017,ENSP00000306397,0
753,ENSP00000272317,1
3077,ENSP00000368572,0
3385,ENSP00000362481,1
3998,ENSP00000351273,0
11301,ENSP00000360973,0
107778,ENSP00000216392,0
4236,ENSP00000320709,0
2534,ENSP00000257770,0
9576912,ENSP00000304501,1
312,ENSP00000230048,1
3220,ENSP00000260970,0
5363,ENSP00000393333,0
4659569,ENSP00000310219,0
501390,ENSP00000336528,0
3154,ENSP00000345659,1
3059,ENSP00000356438,1
2119,ENSP00000297991,0
5526,ENSP00000312673,0
4196,ENSP00000304283,0
5702160,ENSP00000206249,0
1050,ENSP00000401508,0
4736,ENSP00000359353,0
5454,ENSP00000366506,1
6422124,ENSP00000251535,0
698,ENSP00000447173,0
122024,ENSP00000373169,0
2160,ENSP00000306490,1
5311080,ENSP00000349467,0
4100,ENSP00000263038,0
5485199,ENSP00000377549,0
312,ENSP00000333685,1
753,ENSP00000464149,1
23994,ENSP00000364801,1
2462,ENSP00000348831,0
445643,ENSP00000417214,0
44404987,ENSP00000332816,0
5662,ENSP00000326227,0
5195,ENSP00000315011,0
3086686,ENSP00000360290,1
4106,ENSP00000367959,1
5202,ENSP00000330284,1
3086671,ENSP00000321845,0
23931,ENSP00000297991,1
4691,ENSP00000255380,1
156391,ENSP00000354612,1
122187,ENSP00000347979,0
108182,ENSP00000276431,0
9871419,ENSP00000377948,0
64715,ENSP00000285979,0
60787,ENSP00000380514,0
5472495,ENSP00000250018,0
5568,ENSP00000328777,0
50287,ENSP00000354822,0
2405,ENSP00000378323,0
1117,ENSP00000364731,1
160,ENSP00000377948,1
3603,ENSP00000272928,0
5137129,ENSP00000265572,1
160,ENSP00000362810,1
2790,ENSP00000261514,0
1117,ENSP00000354961,0
64627,ENSP00000257068,0
439260,ENSP00000280155,1
23977,ENSP00000412673,0
2165,ENSP00000355517,0
41376,ENSP00000256906,1
60857,ENSP00000234111,0
23994,ENSP00000303423,1
784,ENSP00000228476,1
4168,ENSP00000347754,1
1117,ENSP00000240100,1
5203,ENSP00000351885,0
2534,ENSP00000335084,1
1986,ENSP00000295452,0
9799888,ENSP00000360968,0
7054,ENSP00000364709,0
16129682,ENSP00000301071,0
214,ENSP00000378306,0
5376,ENSP00000353720,1
5281605,ENSP00000377947,0
1117,ENSP00000362249,1
152945,ENSP00000260116,0
119,ENSP00000061240,0
667490,ENSP00000443194,0
3514,ENSP00000367848,0
3916,ENSP00000232219,0
4629,ENSP00000224356,0
941361,ENSP00000296411,0
441314,ENSP00000264382,1
63062,ENSP00000353679,0
2756,ENSP00000262187,0
3413,ENSP00000331327,0
4830,ENSP00000260970,0
5281605,ENSP00000356972,0
216239,ENSP00000332887,0
6918155,ENSP00000279247,0
3672,ENSP00000367102,1
2344,ENSP00000319984,1
4894,ENSP00000356694,0
298,ENSP00000255008,1
4724,ENSP00000316244,1
1206,ENSP00000394624,1
129806,ENSP00000388107,0
3121,ENSP00000307259,0
114892,ENSP00000263035,0
5589,ENSP00000360991,0
6436,ENSP00000261900,0
2801,ENSP00000332679,0
5280363,ENSP00000377948,1
122172,ENSP00000333534,0
4919,ENSP00000319501,0
1971,ENSP00000325425,0
446155,ENSP00000362773,0
11556427,ENSP00000258418,0
951,ENSP00000295589,1
5281040,ENSP00000380247,0
439260,ENSP00000257254,1
5251896,ENSP00000354859,0
2435,ENSP00000303522,0
1050,ENSP00000216194,0
443119,ENSP00000280346,0
4078,ENSP00000301634,0
6324663,ENSP00000360973,1
6305,ENSP00000332296,0
191,ENSP00000358730,1
71739,ENSP00000313691,0
311,ENSP00000272190,1
3337,ENSP00000367959,1
4020,ENSP00000307822,0
107772,ENSP00000287022,0
4106,ENSP00000322924,1
5039,ENSP00000442050,0
5284604,ENSP00000225275,0
9799453,ENSP00000234590,0
3363,ENSP00000278742,0
15602694,ENSP00000211122,0
36811,ENSP00000323867,0
753,ENSP00000373674,1
3295,ENSP00000322898,0
6230,ENSP00000223366,0
119,ENSP00000335592,1
9871419,ENSP00000281806,0
3009,ENSP00000251810,0
5508,ENSP00000308622,0
3219,ENSP00000369134,0
4402,ENSP00000350785,1
47318,ENSP00000324124,0
65076,ENSP00000301776,0
2405,ENSP00000409378,0
3918,ENSP00000227378,0
54671203,ENSP00000219070,1
5959,ENSP00000330284,1
10607,ENSP00000320247,0
444732,ENSP00000362649,1
3168,ENSP00000373169,1
25476,ENSP00000305692,0
16156130,ENSP00000285379,0
1609,ENSP00000356425,0
5991,ENSP00000316854,0
2499,ENSP00000257068,0
5282054,ENSP00000272928,0
2968,ENSP00000319984,1
5311080,ENSP00000377865,0
4080,ENSP00000372750,0
5496659,ENSP00000272298,0
5039,ENSP00000275605,0
23925,ENSP00000362674,1
35370,ENSP00000325312,0
13109,ENSP00000325120,1
5376,ENSP00000264047,0
5329102,ENSP00000332816,1
750,ENSP00000346827,1
10517,ENSP00000336868,0
5496659,ENSP00000445175,0
54459,ENSP00000360549,0
5512,ENSP00000347839,0
16135499,ENSP00000357838,0
82146,ENSP00000316121,0
5362436,ENSP00000325690,0
4727,ENSP00000221466,1
4160,ENSP00000313007,0
3671,ENSP00000347689,1
3241,ENSP00000369519,0
20469,ENSP00000377954,0
122024,ENSP00000339960,0
4850,ENSP00000355517,0
191,ENSP00000316244,1
934,ENSP00000262306,1
4920,ENSP00000341390,1
9875401,ENSP00000361405,0
200,ENSP00000250971,0
2729,ENSP00000340278,0
124886,ENSP00000211122,1
2165,ENSP00000358511,0
1204,ENSP00000385026,1
27991,ENSP00000286648,0
753,ENSP00000337103,1
2753,ENSP00000221130,0
5959,ENSP00000176183,1
9395,ENSP00000319060,0
54746,ENSP00000368766,1
253,ENSP00000365256,0
2332,ENSP00000364831,0
104973,ENSP00000369960,1
1117,ENSP00000373884,1
5403,ENSP00000304408,0
1240,ENSP00000280700,0
6918365,ENSP00000360541,0
5281969,ENSP00000181383,0
5281071,ENSP00000354193,0
2160,ENSP00000255380,1
213043,ENSP00000312673,0
2676,ENSP00000338082,0
47936,ENSP00000360141,1
3365,ENSP00000320503,0
753,ENSP00000312606,1
200,ENSP00000306390,0
107688,ENSP00000381333,0
1117,ENSP00000260116,1
4205,ENSP00000352900,0
16129679,ENSP00000253799,0
122024,ENSP00000287936,0
4196,ENSP00000353791,0
5281969,ENSP00000358511,1
4106,ENSP00000321821,0
679,ENSP00000301776,1
5029,ENSP00000365773,0
860,ENSP00000225430,0
9395,ENSP00000264498,0
4423,ENSP00000234961,1
97272,ENSP00000237858,0
60852,ENSP00000230882,0
23930,ENSP00000307241,1
945,ENSP00000333994,1
5122,ENSP00000304782,0
23931,ENSP00000311165,1
23994,ENSP00000311469,1
1547484,ENSP00000351273,0
23930,ENSP00000307900,1
2524,ENSP00000287820,1
753,ENSP00000261267,1
3403,ENSP00000353720,0
750,ENSP00000264381,1
6917908,ENSP00000357835,0
158,ENSP00000307822,1
119182,ENSP00000316786,0
19861,ENSP00000312673,0
3446,ENSP00000255380,0
3339,ENSP00000270776,0
119461,ENSP00000245457,1
2499,ENSP00000385834,0
2354,ENSP00000231509,0
5329102,ENSP00000262186,1
445354,ENSP00000402084,0
5452,ENSP00000369960,1
187,ENSP00000264595,0
2726,ENSP00000369960,1
23994,ENSP00000404029,1
60852,ENSP00000328173,0
4659569,ENSP00000375881,0
54562,ENSP00000324648,0
158,ENSP00000292303,1
68740,ENSP00000329858,0
23925,ENSP00000308541,1
3964,ENSP00000319984,1
444033,ENSP00000369519,0
23930,ENSP00000339435,1
9651,ENSP00000373674,0
5284604,ENSP00000229277,0
8758,ENSP00000385834,1
5359272,ENSP00000384400,0
12560,ENSP00000273062,0
4306515,ENSP00000315931,0
123679,ENSP00000398632,0
4205,ENSP00000282841,0
3295,ENSP00000367608,1
4160,ENSP00000300605,0
54369,ENSP00000348461,0
123015,ENSP00000310701,0
4631,ENSP00000320247,0
4735,ENSP00000261523,0
107985,ENSP00000296861,0
4330,ENSP00000358327,1
5677,ENSP00000365926,0
5508,ENSP00000254958,0
6305,ENSP00000444788,1
5709,ENSP00000280155,1
1117,ENSP00000292147,1
5311080,ENSP00000265572,1
312,ENSP00000287820,1
3385,ENSP00000264170,0
3954,ENSP00000231509,0
4673492,ENSP00000285949,0
2120,ENSP00000361151,0
4100,ENSP00000339260,0
4171,ENSP00000367959,1
31307,ENSP00000274192,0
3985498,ENSP00000322788,0
114683,ENSP00000265465,0
1224,ENSP00000354859,1
71120,ENSP00000349576,0
298,ENSP00000340820,0
11243969,ENSP00000307786,0
6726,ENSP00000321070,0
5287620,ENSP00000285379,0
2854,ENSP00000328708,0
1546,ENSP00000353679,0
124886,ENSP00000278742,1
4543,ENSP00000319060,0
1117,ENSP00000312673,1
444795,ENSP00000360939,0
4894,ENSP00000417052,0
16133798,ENSP00000413074,0
4673492,ENSP00000320709,0
8758,ENSP00000235835,0
2185,ENSP00000364697,0
4727,ENSP00000323867,0
2230,ENSP00000260356,0
4908,ENSP00000278412,0
644077,ENSP00000335592,0
1065,ENSP00000261669,0
3446,ENSP00000322991,1
51683,ENSP00000451605,0
750,ENSP00000219313,1
753,ENSP00000380157,1
5527,ENSP00000295256,1
72968,ENSP00000293780,0
5626,ENSP00000344456,0
13804,ENSP00000260324,0
2160,ENSP00000331201,0
147912,ENSP00000324124,0
5281605,ENSP00000356591,0
5588,ENSP00000273550,0
178013,ENSP00000320247,0
60769,ENSP00000316244,1
4636,ENSP00000367959,1
2325,ENSP00000341117,0
64627,ENSP00000286479,0
2724385,ENSP00000363216,0
3100,ENSP00000362924,0
5284604,ENSP00000376611,0
5253,ENSP00000363988,0
5462501,ENSP00000266376,0
5515,ENSP00000303575,0
3158,ENSP00000219833,1
3826,ENSP00000354612,1
644073,ENSP00000323036,0
644077,ENSP00000328777,0
152945,ENSP00000313681,0
68613,ENSP00000296509,0
5281605,ENSP00000293897,0
5311067,ENSP00000260443,0
5593,ENSP00000319984,1
443872,ENSP00000404029,0
9826744,ENSP00000324740,0
122296,ENSP00000452780,0
5360515,ENSP00000348944,0
322,ENSP00000368104,0
3391,ENSP00000278407,0
1405,ENSP00000315644,1
3100,ENSP00000337761,0
35370,ENSP00000308176,0
2995,ENSP00000280155,1
6917655,ENSP00000331327,0
5281040,ENSP00000254066,0
1893,ENSP00000258168,0
6918155,ENSP00000356094,0
1117,ENSP00000295897,1
4495,ENSP00000303424,0
213023,ENSP00000373674,0
23925,ENSP00000352401,1
445643,ENSP00000326031,0
160,ENSP00000299178,1
3086686,ENSP00000328708,0
439260,ENSP00000296140,1
45272686,ENSP00000260682,0
4020,ENSP00000216160,0
3377,ENSP00000261755,0
5578,ENSP00000325690,0
3372,ENSP00000406220,0
4196,ENSP00000355866,0
54459,ENSP00000261835,0
3517,ENSP00000308938,0
5202,ENSP00000303686,1
1065,ENSP00000337915,1
3915,ENSP00000363812,0
2800,ENSP00000333685,0
39860,ENSP00000353720,0
158,ENSP00000296522,1
4066,ENSP00000358107,0
55283,ENSP00000339960,0
25077992,ENSP00000276373,0
4636,ENSP00000331897,0
5310960,ENSP00000325312,0
3202,ENSP00000256958,0
2687,ENSP00000356713,0
5282280,ENSP00000255262,1
5074,ENSP00000262306,0
444732,ENSP00000302967,1
4020,ENSP00000313432,0
54369,ENSP00000302564,0
177236,ENSP00000357835,0
9875401,ENSP00000330284,0
4850,ENSP00000369960,1
1688,ENSP00000362481,0
3985498,ENSP00000267615,0
107688,ENSP00000443459,0
745,ENSP00000345023,1
5959,ENSP00000354652,1
4659568,ENSP00000258145,0
1117,ENSP00000245960,1
2968,ENSP00000306561,0
38409,ENSP00000364486,0
3696,ENSP00000312606,0
100788,ENSP00000324270,0
25476,ENSP00000347839,0
5074,ENSP00000358963,1
1071,ENSP00000299529,1
18794,ENSP00000377947,0
753,ENSP00000361405,1
399618,ENSP00000361642,0
179837,ENSP00000257770,0
2689,ENSP00000331831,0
1548992,ENSP00000255380,0
34231,ENSP00000277480,1
5329098,ENSP00000366244,0
443408,ENSP00000394624,1
5311018,ENSP00000245312,0
65019,ENSP00000463999,0
150310,ENSP00000342385,0
5163,ENSP00000258400,1
439260,ENSP00000291294,1
3154,ENSP00000384408,0
5329102,ENSP00000277120,1
5329099,ENSP00000325312,0
1205,ENSP00000302478,0
5281881,ENSP00000250971,0
864,ENSP00000400175,0
399618,ENSP00000353731,0
312,ENSP00000355279,1
5526,ENSP00000308938,1
774,ENSP00000257254,1
643976,ENSP00000203407,1
129211,ENSP00000419628,0
4993,ENSP00000337773,0
440120,ENSP00000307766,0
6279,ENSP00000256383,0
2801,ENSP00000353820,1
5056,ENSP00000293780,0
3077,ENSP00000341189,0
1615,ENSP00000385638,0
55245,ENSP00000263368,0
132387,ENSP00000264914,0
1117,ENSP00000292596,1
2790,ENSP00000332369,0
10836,ENSP00000350136,0
3937,ENSP00000329357,0
91605,ENSP00000306390,0
4189,ENSP00000421725,0
439260,ENSP00000303775,1
213043,ENSP00000361699,0
5283731,ENSP00000273064,0
119058,ENSP00000297991,0
3285,ENSP00000325120,1
37464,ENSP00000314407,0
431328,ENSP00000351706,0
3177,ENSP00000261707,0
25077992,ENSP00000285379,0
124886,ENSP00000256383,0
5959,ENSP00000328708,1
312,ENSP00000356713,1
59693,ENSP00000255030,0
5508,ENSP00000433290,0
59693,ENSP00000292427,1
5137129,ENSP00000307241,0
5311018,ENSP00000336764,1
158,ENSP00000349003,1
10591,ENSP00000442050,0
60961,ENSP00000358730,1
3238,ENSP00000216629,0
206042,ENSP00000303830,0
3168,ENSP00000354859,1
115077,ENSP00000316339,0
2170,ENSP00000306490,1
3739,ENSP00000361845,0
1051,ENSP00000332369,1
9875401,ENSP00000368646,0
3365,ENSP00000337915,1
3000,ENSP00000260443,0
23930,ENSP00000399168,1
702,ENSP00000342070,1
996,ENSP00000255380,0
5514,ENSP00000357981,0
3749,ENSP00000296545,0
5280346,ENSP00000309565,1
5281040,ENSP00000303522,0
3016,ENSP00000299267,1
11243969,ENSP00000313007,0
1593,ENSP00000364597,0
3241,ENSP00000312262,0
4543,ENSP00000360317,1
4178,ENSP00000361850,1
2230,ENSP00000265689,0
1072,ENSP00000216392,1
444795,ENSP00000303522,0
1355,ENSP00000367959,1
2949,ENSP00000361699,0
3001028,ENSP00000235521,0
4369359,ENSP00000338082,0
1978,ENSP00000284981,0
9642,ENSP00000269033,0
5401,ENSP00000315011,1
16134896,ENSP00000389414,0
312,ENSP00000280154,1
838,ENSP00000433290,1
2344,ENSP00000225831,0
6623,ENSP00000327268,0
5280360,ENSP00000299766,1
5282280,ENSP00000362353,0
4488,ENSP00000362344,0
439260,ENSP00000359899,1
19861,ENSP00000380247,1
298,ENSP00000332591,1
44404987,ENSP00000268053,0
4100,ENSP00000365160,0
5403,ENSP00000313350,0
3121,ENSP00000241256,0
2120,ENSP00000313350,0
5052,ENSP00000298472,1
2185,ENSP00000243167,1
71310,ENSP00000297988,0
4599,ENSP00000274793,1
2995,ENSP00000276198,1
252716,ENSP00000331103,0
5288209,ENSP00000312326,0
122033,ENSP00000360549,0
124087,ENSP00000451605,0
774,ENSP00000303775,1
2800,ENSP00000219789,0
92411,ENSP00000302150,0
187,ENSP00000351682,0
5472,ENSP00000337915,1
892,ENSP00000312262,0
3325,ENSP00000354499,0
3603,ENSP00000340609,0
2854,ENSP00000287936,1
3249,ENSP00000363822,1
71616,ENSP00000295400,0
876,ENSP00000376176,0
5362436,ENSP00000312189,0
951,ENSP00000305372,1
3363,ENSP00000371138,0
119574,ENSP00000414334,0
1547484,ENSP00000341189,0
3648,ENSP00000305302,0
129806,ENSP00000368552,0
26644,ENSP00000336764,1
5311080,ENSP00000336764,1
41376,ENSP00000366506,1
4114,ENSP00000305714,0
445354,ENSP00000409378,0
36736,ENSP00000362249,0
3672,ENSP00000269980,0
40468198,ENSP00000362249,0
4946,ENSP00000316854,0
1440,ENSP00000309741,0
439260,ENSP00000343782,1
6726,ENSP00000433290,0
5202,ENSP00000354687,0
3391,ENSP00000245960,0
5833,ENSP00000361021,0
2662,ENSP00000354612,1
10280735,ENSP00000265462,0
5702160,ENSP00000369134,0
5311101,ENSP00000231509,1
9917021,ENSP00000299529,0
3494,ENSP00000370223,0
440120,ENSP00000384490,1
5582,ENSP00000359976,0
2807,ENSP00000348459,0
4425,ENSP00000346805,0
4171,ENSP00000329093,0
4885,ENSP00000384400,0
5372,ENSP00000000442,0
3219,ENSP00000363115,0
5311067,ENSP00000313432,0
4788,ENSP00000368066,0
838,ENSP00000361141,1
710,ENSP00000332887,1
5556,ENSP00000363216,0
1117,ENSP00000313432,1
26879,ENSP00000284562,0
656629,ENSP00000347689,0
2308,ENSP00000352222,0
5572,ENSP00000380252,0
444795,ENSP00000417052,0
1744,ENSP00000297258,0
23994,ENSP00000347689,1
3016,ENSP00000341682,0
4635,ENSP00000420168,0
1134,ENSP00000320171,0
9803852,ENSP00000216714,0
2332,ENSP00000364731,1
107706,ENSP00000403852,0
951,ENSP00000324270,1
1615,ENSP00000353820,1
2662,ENSP00000285379,1
54562,ENSP00000373169,1
6438355,ENSP00000350785,0
501390,ENSP00000314508,1
312,ENSP00000357873,1
3086685,ENSP00000220584,0
1986,ENSP00000233627,0
3450,ENSP00000221130,0
753,ENSP00000240327,0
54746,ENSP00000215587,0
148121,ENSP00000396308,1
5462134,ENSP00000268097,0
5372,ENSP00000364475,0
26644,ENSP00000313681,0
5202,ENSP00000338072,1
4534,ENSP00000364831,0
643976,ENSP00000306397,1
312,ENSP00000227378,1
129806,ENSP00000010404,0
5284627,ENSP00000337450,0
122024,ENSP00000386884,0
51683,ENSP00000295055,0
3913,ENSP00000450560,0
20469,ENSP00000296861,0
5478,ENSP00000362481,0
132624,ENSP00000370737,0
119828,ENSP00000364486,0
298,ENSP00000430432,0
151165,ENSP00000216774,0
9576912,ENSP00000407546,0
5280453,ENSP00000254663,0
4430,ENSP00000269466,0
3912,ENSP00000332812,0
23925,ENSP00000219700,1
4369359,ENSP00000368104,0
941651,ENSP00000365773,0
5527,ENSP00000409378,0
5568,ENSP00000354859,1
2230,ENSP00000306490,1
72968,ENSP00000384408,0
399618,ENSP00000262352,0
158,ENSP00000342560,1
2551,ENSP00000409378,1
16132429,ENSP00000389948,0
55482,ENSP00000297261,0
1117,ENSP00000332116,1
679,ENSP00000178638,1
876,ENSP00000361125,1
2676,ENSP00000267814,0
3158,ENSP00000268053,0
54688,ENSP00000265724,1
5994,ENSP00000275300,1
191,ENSP00000261900,1
2170,ENSP00000380247,1
92730,ENSP00000261465,1
679,ENSP00000345502,1
23994,ENSP00000364731,1
5311507,ENSP00000278379,0
5462501,ENSP00000351957,0
312,ENSP00000267568,1
9815499,ENSP00000359719,0
1688,ENSP00000348911,0
219024,ENSP00000216160,0
3689,ENSP00000262186,1
2662,ENSP00000327255,0
1573,ENSP00000280362,0
107971,ENSP00000261733,1
3308,ENSP00000354728,0
5283454,ENSP00000358511,1
5562,ENSP00000356853,0
16129682,ENSP00000339740,0
3410,ENSP00000321999,0
122187,ENSP00000226730,0
123015,ENSP00000317842,0
60919,ENSP00000320043,0
6438354,ENSP00000287820,0
3077,ENSP00000302811,0
3517,ENSP00000280155,1
4932,ENSP00000225927,0
5514,ENSP00000417980,0
3689,ENSP00000369960,1
5486684,ENSP00000265294,0
5538,ENSP00000297258,1
104787,ENSP00000351682,0
394347,ENSP00000357920,0
5324345,ENSP00000331327,0
312,ENSP00000419425,1
5496659,ENSP00000276431,0
1117,ENSP00000258743,1
2131,ENSP00000307786,0
838,ENSP00000217270,1
3008,ENSP00000234961,1
657378,ENSP00000370517,0
9966051,ENSP00000304697,0
1440,ENSP00000291565,0
3350,ENSP00000419628,0
12560,ENSP00000393312,0
1117,ENSP00000315212,1
5282280,ENSP00000327070,0
2170,ENSP00000367959,1
753,ENSP00000264381,1
151166,ENSP00000354612,1
5280363,ENSP00000362810,1
5310985,ENSP00000364486,0
312,ENSP00000358525,1
444008,ENSP00000305714,0
9803852,ENSP00000297792,0
439260,ENSP00000287907,1
644345,ENSP00000248114,0
104842,ENSP00000385026,0
439260,ENSP00000359643,1
774,ENSP00000241256,1
3696,ENSP00000372750,1
1117,ENSP00000360645,1
47318,ENSP00000346901,0
5361092,ENSP00000339933,0
51683,ENSP00000344822,0
124087,ENSP00000292427,0
3494,ENSP00000241337,0
3295,ENSP00000258385,0
191,ENSP00000370213,0
3826,ENSP00000362115,0
4036,ENSP00000325312,0
60961,ENSP00000358511,1
3961,ENSP00000265838,0
5032,ENSP00000270349,1
5472,ENSP00000363431,0
2995,ENSP00000222553,0
214,ENSP00000311291,1
114903,ENSP00000265100,0
68740,ENSP00000391826,0
10133,ENSP00000261326,0
60825,ENSP00000273062,0
1204,ENSP00000317721,0
1810907,ENSP00000412673,0
5486827,ENSP00000221859,0
2476,ENSP00000234961,1
298,ENSP00000254976,0
439176,ENSP00000385746,1
3337,ENSP00000257248,0
22258,ENSP00000286648,0
92411,ENSP00000264381,0
3559,ENSP00000377969,0
593,ENSP00000418603,1
312,ENSP00000264426,1
4908,ENSP00000302811,0
59693,ENSP00000274545,0
1148,ENSP00000269980,0
6037,ENSP00000378191,0
5095,ENSP00000308720,0
2451,ENSP00000377969,0
6013,ENSP00000242375,1
5202,ENSP00000316244,1
3382,ENSP00000302227,0
1355,ENSP00000351682,0
4811,ENSP00000317842,1
5324345,ENSP00000386171,0
1986,ENSP00000322716,0
23994,ENSP00000357461,0
2449,ENSP00000234590,0
191,ENSP00000256906,1
5202,ENSP00000243911,1
1547484,ENSP00000428426,0
2978,ENSP00000303634,0
191,ENSP00000358783,1
107772,ENSP00000394624,1
5203,ENSP00000270570,0
298,ENSP00000419425,0
4688,ENSP00000267615,0
4984,ENSP00000257254,0
36811,ENSP00000303634,0
753,ENSP00000370989,1
3108,ENSP00000395574,0
1798,ENSP00000300900,1
4095,ENSP00000219919,0
104858,ENSP00000274192,0
10267,ENSP00000370517,1
35370,ENSP00000371067,0
3602,ENSP00000273430,0
2196,ENSP00000282096,0
702,ENSP00000325074,0
774,ENSP00000367545,0
3387,ENSP00000361141,0
753,ENSP00000393312,1
4631,ENSP00000342056,0
1979,ENSP00000260447,0
2088,ENSP00000311165,0
23994,ENSP00000250378,1
4908,ENSP00000398655,0
5281708,ENSP00000361151,0
1548943,ENSP00000301645,0
71616,ENSP00000168216,0
774,ENSP00000243911,1
3385,ENSP00000315644,1
4819,ENSP00000350928,0
60961,ENSP00000308549,1
5073,ENSP00000306129,1
937,ENSP00000245960,0
1051,ENSP00000216962,1
3827,ENSP00000322617,0
6437850,ENSP00000346294,0
5311037,ENSP00000260508,0
444795,ENSP00000245312,0
3340,ENSP00000306662,1
5281888,ENSP00000334592,0
10280735,ENSP00000255380,0
2160,ENSP00000263035,0
6917655,ENSP00000277865,0
5280360,ENSP00000305372,1
132387,ENSP00000230671,0
5329098,ENSP00000332139,0
5284627,ENSP00000328708,0
6279,ENSP00000262584,0
59768,ENSP00000358301,1
1355,ENSP00000219919,0
1134,ENSP00000257770,1
2333,ENSP00000350136,0
4442,ENSP00000463999,0
5504,ENSP00000386069,1
56971,ENSP00000311165,0
51683,ENSP00000347754,0
5408,ENSP00000333534,1
5470,ENSP00000384490,0
60809,ENSP00000372750,1
838,ENSP00000386884,1
4178,ENSP00000418001,0
2170,ENSP00000258400,1
3038,ENSP00000457031,0
1117,ENSP00000260227,1
3964,ENSP00000280155,1
191,ENSP00000304414,1
97272,ENSP00000270142,0
168572,ENSP00000347979,0
60719,ENSP00000276431,0
5029,ENSP00000398655,0
4984,ENSP00000325120,0
126941,ENSP00000320171,0
10133,ENSP00000375881,0
68740,ENSP00000340523,0
936,ENSP00000230882,0
951,ENSP00000299727,1
2405,ENSP00000370213,0
36920,ENSP00000343782,1
312,ENSP00000321821,1
68844,ENSP00000366156,0
3086686,ENSP00000297373,1
3750,ENSP00000405965,0
4536,ENSP00000269466,0
3689,ENSP00000280155,1
5983,ENSP00000373884,0
4865,ENSP00000331736,0
2732,ENSP00000329684,0
1548952,ENSP00000315931,0
5139,ENSP00000355599,0
5195,ENSP00000355518,0
16135499,ENSP00000350785,0
2689,ENSP00000316854,0
3285,ENSP00000319788,0
3961,ENSP00000266560,0
4171,ENSP00000386069,1
4659568,ENSP00000300605,0
2099,ENSP00000276198,0
6623,ENSP00000206249,1
71120,ENSP00000351484,1
2370,ENSP00000265294,0
2687,ENSP00000362344,0
2215,ENSP00000354859,1
23925,ENSP00000419425,1
2797,ENSP00000392859,0
3158,ENSP00000255380,1
8230,ENSP00000181383,0
2995,ENSP00000262186,1
1613,ENSP00000289004,0
1541,ENSP00000358963,1
5311037,ENSP00000364898,0
5052,ENSP00000300605,0
3869,ENSP00000353720,0
4171,ENSP00000322924,1
439260,ENSP00000330284,1
16134896,ENSP00000376177,1
2833,ENSP00000366662,0
91605,ENSP00000304414,0
119303,ENSP00000381717,0
3404,ENSP00000229416,0
1117,ENSP00000358595,1
4205,ENSP00000274547,0
1573,ENSP00000367848,0
253,ENSP00000288022,0
753,ENSP00000361965,1
2120,ENSP00000331602,0
5562,ENSP00000393312,0
4926,ENSP00000304782,0
1117,ENSP00000298248,1
68844,ENSP00000265715,0
3676,ENSP00000227868,0
6291,ENSP00000319730,0
753,ENSP00000367608,1
9815499,ENSP00000305302,0
152945,ENSP00000368104,0
1117,ENSP00000217961,1
38409,ENSP00000220764,0
338,ENSP00000222982,0
445354,ENSP00000209929,0
4919,ENSP00000409378,1
123679,ENSP00000280155,1
16133831,ENSP00000379680,0
2370,ENSP00000311165,0
5288209,ENSP00000369519,0
10517,ENSP00000302478,0
16157882,ENSP00000434364,0
47811,ENSP00000369960,1
160,ENSP00000359532,1
5029,ENSP00000313007,0
1541,ENSP00000336764,1
4205,ENSP00000354859,1
394347,ENSP00000356022,0
1117,ENSP00000272190,1
3869,ENSP00000280155,1
60961,ENSP00000307766,1
3042,ENSP00000340943,0
439260,ENSP00000322924,1
23994,ENSP00000304697,1
753,ENSP00000250378,1
5090,ENSP00000245457,1
2419,ENSP00000308032,0
5702160,ENSP00000376177,0
3032,ENSP00000356438,1
281,ENSP00000216117,1
122335,ENSP00000333994,1
2161,ENSP00000361666,0
5280360,ENSP00000273430,1
130214,ENSP00000320043,0
5122,ENSP00000253799,0
3086686,ENSP00000286301,1
1701,ENSP00000245552,0
5284549,ENSP00000309565,0
2130,ENSP00000377969,0
22258,ENSP00000318351,0
1349907,ENSP00000326219,0
3827,ENSP00000295101,0
130731,ENSP00000316339,0
4042,ENSP00000336528,1
5480230,ENSP00000254488,0
745,ENSP00000382595,0
387316,ENSP00000336762,0
2783,ENSP00000306397,0
2724385,ENSP00000300738,0
1130,ENSP00000312326,0
5076,ENSP00000337915,1
4900,ENSP00000417980,0
107778,ENSP00000379680,0
1405,ENSP00000225174,0
121963,ENSP00000303208,0
1117,ENSP00000447149,1
5771,ENSP00000362401,0
4114,ENSP00000234371,0
3384,ENSP00000332659,0
311,ENSP00000446743,1
39468,ENSP00000258385,0
16078,ENSP00000250416,0
5284570,ENSP00000370223,0
57242,ENSP00000335084,0
108182,ENSP00000333568,0
206042,ENSP00000287766,0
6324663,ENSP00000273430,1
838,ENSP00000336630,1
122296,ENSP00000359976,0
4542,ENSP00000299964,0
23931,ENSP00000313007,0
5362436,ENSP00000356920,0
4402,ENSP00000306561,0
1210,ENSP00000317842,0
5478,ENSP00000305372,1
5755,ENSP00000314606,0
5732,ENSP00000358511,0
26644,ENSP00000353165,0
5311018,ENSP00000394624,1
11243969,ENSP00000325863,0
5572,ENSP00000336630,0
3406,ENSP00000367102,0
457954,ENSP00000327417,0
