chemical,protein,label
23930,ENSP00000399168,1
501640,ENSP00000386541,0
23930,ENSP00000377527,1
1117,ENSP00000285379,1
3107,ENSP00000313420,0
593,ENSP00000357204,0
1065,ENSP00000270570,1
4369359,ENSP00000298942,0
49836058,ENSP00000276373,0
23994,ENSP00000297494,1
16156130,ENSP00000297258,0
16129682,ENSP00000282841,0
5073,ENSP00000392859,0
2534,ENSP00000265641,0
5401,ENSP00000317842,0
160,ENSP00000349003,1
312,ENSP00000339867,1
57363,ENSP00000296474,0
23994,ENSP00000332116,1
171548,ENSP00000343657,1
176870,ENSP00000277865,0
5472,ENSP00000440698,0
3081361,ENSP00000383840,0
6230,ENSP00000344818,0
115146,ENSP00000278407,0
4488,ENSP00000332369,0
63062,ENSP00000312262,0
3750,ENSP00000430269,0
10267,ENSP00000370517,1
2088,ENSP00000349078,1
107971,ENSP00000413074,0
3394,ENSP00000298556,0
23925,ENSP00000219700,1
439176,ENSP00000366156,1
5032,ENSP00000234310,0
9270,ENSP00000277120,0
6741,ENSP00000353224,0
3290,ENSP00000290354,0
5726,ENSP00000414334,1
60852,ENSP00000408526,0
2145,ENSP00000268053,1
23994,ENSP00000384296,1
312,ENSP00000264426,1
753,ENSP00000268035,1
443872,ENSP00000265073,0
23994,ENSP00000312673,1
679,ENSP00000319730,1
961,ENSP00000241052,1
4212,ENSP00000263774,0
450,ENSP00000466799,1
3405,ENSP00000396308,1
3672,ENSP00000381607,0
5936,ENSP00000352900,0
5591,ENSP00000000442,1
16156130,ENSP00000362353,1
57379345,ENSP00000260682,0
5281708,ENSP00000222482,0
4771,ENSP00000216465,0
6426631,ENSP00000264381,0
41987,ENSP00000363019,0
1148,ENSP00000264161,0
23930,ENSP00000369055,1
3202,ENSP00000307900,0
3739,ENSP00000321070,0
3394,ENSP00000378191,0
134018,ENSP00000368727,1
9395,ENSP00000353720,1
1201549,ENSP00000300093,0
3767,ENSP00000280551,0
5610,ENSP00000356094,0
311,ENSP00000356671,1
23994,ENSP00000265465,1
5523,ENSP00000301729,0
4236,ENSP00000270349,1
85,ENSP00000343190,0
2524,ENSP00000375892,0
2563,ENSP00000314649,0
860,ENSP00000363115,0
91649,ENSP00000386541,0
23994,ENSP00000381717,1
4122,ENSP00000295256,1
4055,ENSP00000254663,0
3086685,ENSP00000302898,1
4261,ENSP00000352584,0
1050,ENSP00000367851,0
1541,ENSP00000319343,0
119461,ENSP00000337746,0
999,ENSP00000250416,0
5610,ENSP00000270349,1
312,ENSP00000231751,1
1541,ENSP00000365256,0
2800,ENSP00000219789,0
1117,ENSP00000284562,1
2803,ENSP00000368552,0
9578572,ENSP00000362608,0
961,ENSP00000296046,1
150310,ENSP00000264498,0
5311067,ENSP00000273064,0
5255,ENSP00000258418,0
2771,ENSP00000354554,0
5466,ENSP00000349576,0
444795,ENSP00000232219,1
6918837,ENSP00000277010,0
4383,ENSP00000325690,0
3406,ENSP00000367102,0
3003,ENSP00000275525,0
5514,ENSP00000178638,1
4114,ENSP00000369519,0
2968,ENSP00000256383,0
4205,ENSP00000301071,0
5288209,ENSP00000365773,0
55245,ENSP00000352222,0
6918537,ENSP00000353731,1
1051,ENSP00000295101,0
4736,ENSP00000352222,0
757,ENSP00000377192,1
123015,ENSP00000241453,1
5329102,ENSP00000297373,1
5466,ENSP00000442050,0
6675,ENSP00000353720,1
2763,ENSP00000292596,0
178013,ENSP00000377947,0
5508,ENSP00000419970,0
5040,ENSP00000001008,1
5073,ENSP00000357651,0
23931,ENSP00000272317,1
5329099,ENSP00000280701,0
445154,ENSP00000368552,1
702,ENSP00000396308,1
2563,ENSP00000364801,0
3392,ENSP00000382697,0
5255,ENSP00000432481,1
104842,ENSP00000361965,0
72438,ENSP00000313350,0
5994,ENSP00000341390,1
444795,ENSP00000245312,0
51683,ENSP00000285949,0
1795,ENSP00000412237,0
681,ENSP00000312189,0
5562,ENSP00000362649,1
5538,ENSP00000324804,0
10280735,ENSP00000364709,1
312,ENSP00000270776,1
1148,ENSP00000329093,1
60843,ENSP00000396308,1
216326,ENSP00000377083,0
5287844,ENSP00000405455,0
2099,ENSP00000328835,0
393599,ENSP00000368438,0
2719,ENSP00000336687,0
7370,ENSP00000328777,0
5284627,ENSP00000300900,1
643976,ENSP00000228476,1
5139,ENSP00000297494,1
23994,ENSP00000334145,1
2162,ENSP00000324648,1
5894,ENSP00000364252,0
60472,ENSP00000262186,0
3086685,ENSP00000282397,1
3086686,ENSP00000385571,1
23991,ENSP00000362273,0
5991,ENSP00000343925,1
15,ENSP00000321070,0
312,ENSP00000326031,1
5267,ENSP00000216160,0
16362,ENSP00000358770,0
3062,ENSP00000267615,0
3285,ENSP00000325120,1
3308,ENSP00000264657,0
710,ENSP00000263368,1
753,ENSP00000325120,1
667490,ENSP00000317272,0
2132,ENSP00000277120,0
6018,ENSP00000321821,0
6436,ENSP00000234590,0
4160,ENSP00000351273,0
65076,ENSP00000255030,0
3165,ENSP00000266970,1
5245,ENSP00000367615,0
3450,ENSP00000308137,0
6438355,ENSP00000345774,0
5281605,ENSP00000251535,1
3202,ENSP00000377865,0
2812,ENSP00000219700,0
107688,ENSP00000253799,0
108220,ENSP00000261707,1
54369,ENSP00000265512,0
5538,ENSP00000358223,0
5032,ENSP00000323780,0
124886,ENSP00000332771,0
5350,ENSP00000277120,0
5363,ENSP00000353820,0
5645,ENSP00000357835,0
3008,ENSP00000277010,1
656629,ENSP00000262186,0
39042,ENSP00000324124,0
2051,ENSP00000264657,0
3461,ENSP00000286648,1
1202,ENSP00000342889,0
1117,ENSP00000358022,1
3883,ENSP00000225577,0
3086686,ENSP00000435412,1
5329102,ENSP00000263923,1
2161,ENSP00000287936,0
753,ENSP00000466799,1
3308,ENSP00000298910,0
1117,ENSP00000323511,1
2550,ENSP00000252519,1
2088,ENSP00000351908,0
5035,ENSP00000348831,0
6437850,ENSP00000308622,0
23994,ENSP00000256999,1
4380,ENSP00000373700,0
3038,ENSP00000369519,0
5833,ENSP00000023897,0
3017,ENSP00000333994,0
5381,ENSP00000308720,0
753,ENSP00000372191,1
4991,ENSP00000356425,0
122296,ENSP00000419692,0
1688,ENSP00000348911,0
9878,ENSP00000337915,0
3016,ENSP00000412673,1
134780,ENSP00000260356,0
2130,ENSP00000295897,1
450,ENSP00000355930,1
679,ENSP00000229794,1
2538,ENSP00000402084,0
23925,ENSP00000277480,1
4688,ENSP00000164139,0
5282279,ENSP00000264426,0
71246,ENSP00000248437,0
753,ENSP00000216117,1
5527,ENSP00000258168,0
5472,ENSP00000230671,0
1117,ENSP00000314407,0
10267,ENSP00000345771,1
11556427,ENSP00000265641,0
2132,ENSP00000297494,0
440120,ENSP00000300738,0
122335,ENSP00000333994,1
3339,ENSP00000359793,0
444008,ENSP00000301634,0
745,ENSP00000345023,1
23994,ENSP00000287820,1
4920,ENSP00000363822,1
3750,ENSP00000312262,0
934,ENSP00000272298,1
3008,ENSP00000304697,0
2344,ENSP00000225831,0
72271,ENSP00000305974,0
3295,ENSP00000358107,1
1253,ENSP00000270202,0
3387,ENSP00000226444,0
3397,ENSP00000340820,0
961,ENSP00000339503,1
1405,ENSP00000362674,0
72172,ENSP00000359998,0
446157,ENSP00000253792,0
3405,ENSP00000450560,1
18794,ENSP00000232607,0
216239,ENSP00000286301,1
60961,ENSP00000406220,0
9880,ENSP00000363822,1
5360696,ENSP00000296861,0
5894,ENSP00000296046,0
3202,ENSP00000316121,0
3446,ENSP00000218516,0
450,ENSP00000254066,1
4261,ENSP00000362649,1
2118,ENSP00000023897,1
5304,ENSP00000337746,0
5304,ENSP00000260227,0
750,ENSP00000360608,1
23932,ENSP00000360290,0
8646,ENSP00000298472,0
6918155,ENSP00000365926,0
107640,ENSP00000295640,0
9933475,ENSP00000263923,1
3598,ENSP00000353904,0
44668,ENSP00000354554,0
3463,ENSP00000363676,0
593,ENSP00000302478,1
213043,ENSP00000378288,0
1072,ENSP00000263038,0
9578572,ENSP00000308541,1
3168,ENSP00000263035,0
5283454,ENSP00000306866,0
206042,ENSP00000232975,0
312,ENSP00000262407,1
65064,ENSP00000310928,0
1117,ENSP00000012443,1
3086686,ENSP00000345774,0
5515,ENSP00000378191,0
493570,ENSP00000377865,0
33624,ENSP00000284981,0
11243969,ENSP00000356070,0
2267,ENSP00000265724,1
72430,ENSP00000325425,0
119182,ENSP00000237858,0
1117,ENSP00000322788,1
14917,ENSP00000323811,0
3547,ENSP00000355920,0
312,ENSP00000360968,1
3514,ENSP00000348944,0
564,ENSP00000261514,0
152945,ENSP00000245312,0
44093,ENSP00000219313,0
5282230,ENSP00000295256,1
5281081,ENSP00000261890,0
5408,ENSP00000301146,1
51577,ENSP00000264382,1
447700,ENSP00000319501,0
4044,ENSP00000218099,0
5401,ENSP00000234590,0
31703,ENSP00000200676,0
2375,ENSP00000251607,0
23930,ENSP00000324804,1
3748,ENSP00000291294,0
4485,ENSP00000266376,1
387316,ENSP00000457031,0
5329102,ENSP00000373700,1
3054,ENSP00000206249,1
9395,ENSP00000023897,0
6013,ENSP00000242375,1
3913,ENSP00000264382,0
1701,ENSP00000245552,0
1204,ENSP00000261007,1
2333,ENSP00000263980,0
5056,ENSP00000320043,0
1821,ENSP00000270142,1
57363,ENSP00000235521,0
1051,ENSP00000216484,1
3406,ENSP00000256594,0
1573,ENSP00000344193,0
179837,ENSP00000356410,0
5097,ENSP00000268251,0
1117,ENSP00000264914,1
25201794,ENSP00000319788,1
753,ENSP00000383042,1
942,ENSP00000323511,0
757,ENSP00000466420,0
1117,ENSP00000345502,1
3739,ENSP00000327268,0
4534,ENSP00000251535,1
446157,ENSP00000287936,1
23991,ENSP00000273588,0
2344,ENSP00000306397,0
5304,ENSP00000414334,0
312,ENSP00000365256,1
24466,ENSP00000297991,0
9966051,ENSP00000359353,0
5280346,ENSP00000263038,0
1117,ENSP00000371236,1
23931,ENSP00000356070,1
54688,ENSP00000336762,0
3559,ENSP00000346294,0
5035,ENSP00000343925,1
5743,ENSP00000209929,0
5195,ENSP00000385834,0
23930,ENSP00000244137,1
5677,ENSP00000360154,0
5591,ENSP00000260682,1
1541,ENSP00000312663,0
1117,ENSP00000296411,1
2130,ENSP00000377969,0
450,ENSP00000000442,1
5790,ENSP00000266970,0
5329102,ENSP00000288135,1
4713,ENSP00000369055,0
5311,ENSP00000443459,0
6013,ENSP00000335592,0
3675,ENSP00000345771,0
23994,ENSP00000345659,1
710,ENSP00000392709,1
750,ENSP00000346827,1
1798,ENSP00000385571,0
6466,ENSP00000264657,0
107688,ENSP00000381333,0
104858,ENSP00000274192,0
10280735,ENSP00000356094,0
2131,ENSP00000405965,0
34359,ENSP00000256594,0
11626560,ENSP00000222982,0
1050,ENSP00000308032,0
179837,ENSP00000257770,0
4042,ENSP00000264382,0
8758,ENSP00000321988,0
6380,ENSP00000322706,0
5991,ENSP00000292596,0
3249,ENSP00000251588,0
4691,ENSP00000312262,1
5280363,ENSP00000323036,0
6018,ENSP00000378295,0
62924,ENSP00000302150,0
4044,ENSP00000329374,1
945,ENSP00000333994,1
753,ENSP00000343027,1
1117,ENSP00000343027,1
5052,ENSP00000300605,0
4819,ENSP00000378359,0
745,ENSP00000385746,0
6436,ENSP00000266517,0
2118,ENSP00000235521,0
5755,ENSP00000392859,0
1132,ENSP00000373674,0
2995,ENSP00000261799,0
4189,ENSP00000365926,0
1986,ENSP00000318912,1
445354,ENSP00000293761,0
643976,ENSP00000307786,1
6918155,ENSP00000240139,0
104842,ENSP00000232219,0
100516,ENSP00000262033,0
13342,ENSP00000265724,1
26757,ENSP00000216962,0
757,ENSP00000262340,0
4659569,ENSP00000364361,0
5566,ENSP00000457031,0
148211,ENSP00000362463,0
119,ENSP00000348897,1
1050,ENSP00000310721,0
312,ENSP00000358022,1
5527,ENSP00000370989,0
5743,ENSP00000231509,1
122296,ENSP00000359285,0
753,ENSP00000348459,1
23994,ENSP00000344818,1
5251896,ENSP00000366488,0
34231,ENSP00000245960,0
643976,ENSP00000365926,1
4984,ENSP00000346001,1
3676,ENSP00000295897,1
5408,ENSP00000222982,1
1050,ENSP00000261669,0
3198,ENSP00000337915,1
1202,ENSP00000393333,1
5287844,ENSP00000319060,1
9865515,ENSP00000417214,0
3107,ENSP00000381717,0
6013,ENSP00000370129,1
3857,ENSP00000340820,0
3158,ENSP00000219833,1
1683,ENSP00000350265,0
3238,ENSP00000295640,1
3086686,ENSP00000293860,0
2987,ENSP00000354813,0
5527,ENSP00000350911,0
753,ENSP00000373918,1
2354,ENSP00000378699,0
443872,ENSP00000341390,1
6450551,ENSP00000282397,1
2462,ENSP00000265641,0
23994,ENSP00000368552,1
1202,ENSP00000357461,0
2131,ENSP00000320171,0
1744,ENSP00000380157,0
702,ENSP00000348461,1
23932,ENSP00000352835,0
65019,ENSP00000234111,1
4080,ENSP00000320043,0
5484727,ENSP00000290866,1
5329098,ENSP00000351885,0
176870,ENSP00000346148,0
4599,ENSP00000384408,0
6337614,ENSP00000296511,0
445643,ENSP00000349467,1
951,ENSP00000291294,1
92100,ENSP00000369816,0
4542,ENSP00000321845,0
312,ENSP00000265462,1
3767,ENSP00000357204,0
60961,ENSP00000391826,0
753,ENSP00000387536,1
130731,ENSP00000240327,0
444020,ENSP00000258145,0
123015,ENSP00000282397,1
125017,ENSP00000219833,1
493570,ENSP00000378394,0
60852,ENSP00000349078,1
5591,ENSP00000287820,1
312,ENSP00000000233,1
457954,ENSP00000322991,0
15,ENSP00000325120,1
124886,ENSP00000241337,1
501640,ENSP00000393333,0
1810907,ENSP00000324804,0
2726,ENSP00000000442,0
6230,ENSP00000358022,0
3585,ENSP00000348944,0
934,ENSP00000352401,1
1072,ENSP00000318868,0
942,ENSP00000301141,1
6230,ENSP00000325120,1
2987,ENSP00000356972,0
3381,ENSP00000393333,0
4402,ENSP00000245960,0
23930,ENSP00000419628,1
23930,ENSP00000332369,0
23930,ENSP00000262407,1
68570,ENSP00000226730,0
1130,ENSP00000353165,1
753,ENSP00000261465,1
4811,ENSP00000309591,0
6917908,ENSP00000373700,0
77918,ENSP00000351706,0
445154,ENSP00000216330,0
51577,ENSP00000419425,0
753,ENSP00000356425,1
5287844,ENSP00000222330,1
312,ENSP00000419425,1
6013,ENSP00000337915,1
5462501,ENSP00000290866,1
5280346,ENSP00000287022,1
4178,ENSP00000263753,0
119,ENSP00000339260,1
4456,ENSP00000345774,0
312,ENSP00000300093,1
65110,ENSP00000298910,0
312,ENSP00000370213,1
15602694,ENSP00000251849,0
718,ENSP00000269848,1
5478883,ENSP00000466799,0
784,ENSP00000251607,0
92730,ENSP00000359991,0
4212,ENSP00000379680,0
5470,ENSP00000299267,0
5310985,ENSP00000370912,0
5591,ENSP00000386171,1
71120,ENSP00000351484,1
16135499,ENSP00000350785,0
3308,ENSP00000256594,0
4078,ENSP00000217961,0
16135499,ENSP00000260191,0
3107,ENSP00000314508,0
401133,ENSP00000326806,0
5833,ENSP00000325120,1
59693,ENSP00000288135,0
91605,ENSP00000280154,0
124886,ENSP00000356958,0
5329098,ENSP00000347942,1
4528,ENSP00000364709,0
443872,ENSP00000232217,0
1117,ENSP00000358596,1
1117,ENSP00000311469,1
801,ENSP00000379140,0
312,ENSP00000278412,1
5527,ENSP00000288022,0
1117,ENSP00000360687,1
5677,ENSP00000376076,0
723,ENSP00000261755,1
2662,ENSP00000308176,0
149,ENSP00000299847,0
125017,ENSP00000369134,0
5582,ENSP00000297991,0
63062,ENSP00000380157,0
23994,ENSP00000291565,1
1548952,ENSP00000353720,0
2719,ENSP00000238018,0
5538,ENSP00000335084,0
23931,ENSP00000297991,1
11556427,ENSP00000222382,0
961,ENSP00000261208,1
3748,ENSP00000367309,1
5426,ENSP00000263774,0
784,ENSP00000262290,1
3365,ENSP00000320503,0
5376,ENSP00000325120,1
43815,ENSP00000303575,0
5281708,ENSP00000320171,0
1688,ENSP00000367615,0
9651,ENSP00000385746,0
3675,ENSP00000339503,0
945,ENSP00000217961,0
4080,ENSP00000361965,0
4920,ENSP00000351706,0
312,ENSP00000296509,1
3684,ENSP00000264657,0
3397,ENSP00000222286,0
123970,ENSP00000219700,0
679,ENSP00000223095,1
2165,ENSP00000353820,1
107706,ENSP00000310978,0
6000,ENSP00000321656,0
285,ENSP00000307900,0
3008,ENSP00000273550,0
5372,ENSP00000323867,0
10267,ENSP00000339933,1
3238,ENSP00000324740,0
6741,ENSP00000364721,0
5287969,ENSP00000164139,1
5865,ENSP00000331111,0
5472,ENSP00000274192,0
60852,ENSP00000360372,0
160,ENSP00000296522,1
285,ENSP00000412673,0
5282279,ENSP00000360608,0
1117,ENSP00000274793,1
1440,ENSP00000358727,0
60648,ENSP00000419628,0
3446,ENSP00000335357,0
424,ENSP00000344193,1
5052,ENSP00000276373,1
3696,ENSP00000339479,0
2581,ENSP00000316339,0
311,ENSP00000225174,1
3964,ENSP00000345282,0
1132,ENSP00000307241,1
710,ENSP00000297494,1
312,ENSP00000206249,1
1117,ENSP00000300605,1
5314,ENSP00000264381,1
3696,ENSP00000334145,0
71246,ENSP00000254976,0
1701,ENSP00000356591,0
5280961,ENSP00000343925,1
2462,ENSP00000231509,1
9395,ENSP00000221130,0
890,ENSP00000308622,1
2156,ENSP00000360317,1
200,ENSP00000323867,1
4485,ENSP00000333982,0
4631609,ENSP00000321656,0
2051,ENSP00000358867,0
23994,ENSP00000285381,1
5278,ENSP00000269571,0
5983,ENSP00000360773,0
5280346,ENSP00000256383,0
104741,ENSP00000253004,0
5983,ENSP00000353904,0
2538,ENSP00000298248,0
3562,ENSP00000444788,0
449459,ENSP00000348897,0
445354,ENSP00000222481,0
753,ENSP00000212015,1
51683,ENSP00000261890,0
5282280,ENSP00000327070,0
2551,ENSP00000384296,0
312,ENSP00000440698,1
35370,ENSP00000268379,0
936,ENSP00000300900,0
5329098,ENSP00000277120,1
3107,ENSP00000209929,0
5472,ENSP00000337915,1
679,ENSP00000318585,1
119058,ENSP00000322788,0
16133798,ENSP00000216465,0
16156130,ENSP00000270570,0
5195,ENSP00000367309,1
1117,ENSP00000307786,1
57379345,ENSP00000296522,0
4196,ENSP00000325120,1
34359,ENSP00000352584,0
774,ENSP00000357461,0
3857,ENSP00000369134,0
4666,ENSP00000376349,0
2538,ENSP00000263464,0
200,ENSP00000261326,0
394347,ENSP00000263923,0
4042,ENSP00000269159,0
11301,ENSP00000343925,1
1405,ENSP00000178638,0
2724385,ENSP00000236959,0
5514,ENSP00000357981,0
712,ENSP00000355599,0
23930,ENSP00000374219,1
2854,ENSP00000450560,0
681,ENSP00000364475,0
3081361,ENSP00000324740,1
129806,ENSP00000362649,0
445354,ENSP00000299529,1
3290,ENSP00000361965,0
3739,ENSP00000265016,0
148211,ENSP00000347754,1
1287,ENSP00000385834,0
5514,ENSP00000354387,0
4624,ENSP00000313350,0
1148,ENSP00000358022,0
3350,ENSP00000378699,0
774,ENSP00000359793,1
23994,ENSP00000376176,1
2826,ENSP00000345502,0
3671,ENSP00000368066,0
4542,ENSP00000206249,1
3767,ENSP00000385026,0
14917,ENSP00000315644,0
441071,ENSP00000360777,0
1117,ENSP00000275493,1
11243969,ENSP00000357986,0
312,ENSP00000227378,1
104741,ENSP00000392411,0
4913,ENSP00000369927,0
3413,ENSP00000342850,0
4122,ENSP00000262033,0
312,ENSP00000337773,1
200,ENSP00000236959,1
3672,ENSP00000356438,1
3198,ENSP00000349467,0
312,ENSP00000360991,1
3387,ENSP00000306512,0
312,ENSP00000314151,1
23930,ENSP00000225577,1
311,ENSP00000215754,1
119461,ENSP00000292513,1
718,ENSP00000370517,1
149,ENSP00000385746,1
25201794,ENSP00000235521,0
6437850,ENSP00000322450,0
38409,ENSP00000272902,0
312,ENSP00000302150,1
3585,ENSP00000431418,0
9651,ENSP00000264381,1
148121,ENSP00000254301,0
5283454,ENSP00000222382,0
68760,ENSP00000229447,0
54369,ENSP00000361275,0
170361,ENSP00000216962,0
961,ENSP00000216484,0
5420,ENSP00000336868,0
5281708,ENSP00000292427,0
3403,ENSP00000287936,1
3154,ENSP00000341682,0
3325,ENSP00000263774,0
5283454,ENSP00000222002,0
5283454,ENSP00000311469,0
750,ENSP00000305302,1
6436,ENSP00000358525,0
6013,ENSP00000334145,0
10607,ENSP00000302486,0
65064,ENSP00000266971,0
4976,ENSP00000293780,0
643976,ENSP00000354813,1
6468,ENSP00000423822,0
6215,ENSP00000366662,0
5186,ENSP00000222482,0
4908,ENSP00000312606,0
122316,ENSP00000335620,0
23925,ENSP00000293761,1
3973,ENSP00000326219,0
1117,ENSP00000354961,0
5533,ENSP00000256104,0
1148,ENSP00000444788,1
1613,ENSP00000289004,0
1051,ENSP00000291565,1
23994,ENSP00000329357,1
643976,ENSP00000355206,1
392622,ENSP00000337915,1
71616,ENSP00000324648,1
4736,ENSP00000361699,0
2732,ENSP00000178638,1
5452,ENSP00000200676,0
753,ENSP00000417214,1
312,ENSP00000252945,1
3547,ENSP00000446743,0
160355,ENSP00000370737,0
446157,ENSP00000362273,0
3684,ENSP00000337773,0
945,ENSP00000278407,0
5329098,ENSP00000352900,0
68740,ENSP00000359151,0
51634,ENSP00000402084,0
119380,ENSP00000254719,0
3825,ENSP00000355930,1
1072,ENSP00000365926,1
65856,ENSP00000299855,0
4911,ENSP00000340820,0
65110,ENSP00000291565,0
121963,ENSP00000386171,0
5282280,ENSP00000333982,0
5732,ENSP00000319788,0
1614,ENSP00000219833,1
5610,ENSP00000219833,1
4178,ENSP00000229416,0
2662,ENSP00000354612,1
1609,ENSP00000262187,0
216239,ENSP00000268035,1
446512,ENSP00000353820,0
961,ENSP00000419628,1
3249,ENSP00000358770,0
3391,ENSP00000371535,0
753,ENSP00000245552,1
9270,ENSP00000363216,0
5983,ENSP00000361666,0
311,ENSP00000321999,0
82146,ENSP00000332530,0
51577,ENSP00000295454,0
4976,ENSP00000431418,0
439176,ENSP00000348459,0
679,ENSP00000265734,1
2826,ENSP00000262186,1
41774,ENSP00000268053,0
5567,ENSP00000362344,0
3255,ENSP00000337915,1
68740,ENSP00000313691,0
784,ENSP00000360519,0
710,ENSP00000315774,1
4547,ENSP00000351957,0
11597571,ENSP00000232219,0
5287969,ENSP00000222382,0
50599,ENSP00000277480,0
5281707,ENSP00000206249,1
322,ENSP00000306606,0
1253,ENSP00000264381,1
3000,ENSP00000366482,0
3177,ENSP00000339435,0
5097,ENSP00000256443,1
59693,ENSP00000339867,0
3937,ENSP00000178638,0
1440,ENSP00000363512,1
1117,ENSP00000340609,1
2662,ENSP00000355330,0
6380,ENSP00000363621,1
55245,ENSP00000352702,0
610,ENSP00000306606,0
3107,ENSP00000266970,0
753,ENSP00000319730,1
5994,ENSP00000308750,0
176870,ENSP00000361423,1
64715,ENSP00000334145,0
7054,ENSP00000353791,0
15,ENSP00000265052,0
108156,ENSP00000310935,0
4488,ENSP00000356438,1
23994,ENSP00000308176,1
108182,ENSP00000260191,1
312,ENSP00000325425,1
1080,ENSP00000399168,0
401133,ENSP00000364731,0
5287844,ENSP00000286621,0
643976,ENSP00000292180,1
122335,ENSP00000443459,0
961,ENSP00000232217,1
2534,ENSP00000228740,0
3107,ENSP00000353731,1
16134896,ENSP00000273062,0
5538,ENSP00000447173,1
14917,ENSP00000363092,0
6918365,ENSP00000337915,1
1117,ENSP00000297261,1
5865,ENSP00000370526,0
5523,ENSP00000001008,0
122024,ENSP00000339960,0
119828,ENSP00000320247,0
5514,ENSP00000417980,0
3000,ENSP00000319788,0
753,ENSP00000219054,1
5702160,ENSP00000317842,0
68740,ENSP00000391826,0
2354,ENSP00000369530,0
1775,ENSP00000361125,0
15209,ENSP00000275525,0
753,ENSP00000326031,1
45272686,ENSP00000276410,1
5408,ENSP00000360968,1
23930,ENSP00000325548,1
4205,ENSP00000290354,0
312,ENSP00000364731,1
5280453,ENSP00000419692,1
1971,ENSP00000216392,0
3397,ENSP00000306866,0
2949,ENSP00000260682,1
28417,ENSP00000216392,0
4932,ENSP00000228740,0
216326,ENSP00000304283,0
4631609,ENSP00000337746,0
25197,ENSP00000262290,0
18794,ENSP00000178638,1
4189,ENSP00000370213,0
2909,ENSP00000419425,1
681,ENSP00000403852,0
1349907,ENSP00000354728,0
1744,ENSP00000402084,0
3062,ENSP00000363216,0
2160,ENSP00000348459,0
3793,ENSP00000353483,0
2771,ENSP00000381740,0
745,ENSP00000221130,1
123015,ENSP00000251849,0
12560,ENSP00000373884,0
457954,ENSP00000225831,0
3155,ENSP00000242375,0
16135499,ENSP00000322617,0
4261,ENSP00000242210,0
2732,ENSP00000356713,0
5376,ENSP00000269571,1
6380,ENSP00000293780,0
439176,ENSP00000250018,0
1117,ENSP00000313007,1
5757,ENSP00000447378,0
2344,ENSP00000217961,0
3059,ENSP00000369530,0
5578,ENSP00000356438,0
312,ENSP00000308541,1
57379345,ENSP00000299565,0
1662,ENSP00000292614,0
5538,ENSP00000352900,1
3384,ENSP00000348234,0
4624,ENSP00000356694,0
23930,ENSP00000375892,1
124886,ENSP00000290349,1
10267,ENSP00000269848,1
753,ENSP00000331897,1
23931,ENSP00000271450,0
60825,ENSP00000286648,1
24466,ENSP00000323071,0
5363,ENSP00000309148,0
441300,ENSP00000325548,0
2088,ENSP00000318355,0
5090,ENSP00000312326,0
9823820,ENSP00000263923,1
3054,ENSP00000265073,0
100516,ENSP00000217185,0
4330,ENSP00000311032,1
23925,ENSP00000363641,1
2733,ENSP00000297494,1
23977,ENSP00000395574,0
3059,ENSP00000295087,0
1204,ENSP00000261751,1
213023,ENSP00000378394,0
9395,ENSP00000318351,0
147912,ENSP00000337915,1
5287969,ENSP00000286301,0
2333,ENSP00000354522,0
6918837,ENSP00000263182,0
1065,ENSP00000342007,1
5282279,ENSP00000290866,0
208908,ENSP00000299855,0
753,ENSP00000452780,1
3034010,ENSP00000358223,1
187,ENSP00000261007,1
1593,ENSP00000421725,1
443872,ENSP00000330032,0
51634,ENSP00000366797,0
1117,ENSP00000264690,1
5035,ENSP00000395473,0
5464105,ENSP00000325425,0
5287844,ENSP00000419782,1
5677,ENSP00000286479,0
4402,ENSP00000257770,0
1701,ENSP00000257248,0
100516,ENSP00000225430,0
3086671,ENSP00000372088,0
115146,ENSP00000349467,1
723,ENSP00000268379,0
3158,ENSP00000269571,0
68760,ENSP00000340278,0
2797,ENSP00000376611,0
71120,ENSP00000220764,0
23930,ENSP00000362674,1
5833,ENSP00000314649,0
9782,ENSP00000264047,0
644077,ENSP00000360777,0
3689,ENSP00000360608,1
68740,ENSP00000292513,0
44093,ENSP00000464149,1
424,ENSP00000373918,0
119058,ENSP00000235835,0
3433,ENSP00000342007,1
5589,ENSP00000362576,0
1688,ENSP00000290354,0
2764,ENSP00000314508,0
72438,ENSP00000178638,0
97226,ENSP00000357066,0
757,ENSP00000228476,1
3547,ENSP00000256383,0
5352,ENSP00000442050,0
11243969,ENSP00000368752,0
3059,ENSP00000236959,0
5186,ENSP00000245312,0
4534,ENSP00000268035,1
3857,ENSP00000395574,0
446220,ENSP00000299565,1
753,ENSP00000355330,1
1117,ENSP00000369530,1
216239,ENSP00000370938,1
446157,ENSP00000363019,0
679,ENSP00000369530,0
2662,ENSP00000343204,0
945,ENSP00000261267,0
171548,ENSP00000377527,1
10267,ENSP00000305302,0
16362,ENSP00000381717,0
3016,ENSP00000386029,1
1117,ENSP00000216911,1
2550,ENSP00000228740,1
424,ENSP00000360608,1
5035,ENSP00000253799,0
934,ENSP00000353820,1
3397,ENSP00000358223,0
19910,ENSP00000267085,0
753,ENSP00000366005,1
10140,ENSP00000232607,0
1349907,ENSP00000356729,1
9934,ENSP00000266970,0
38409,ENSP00000257248,0
71246,ENSP00000356438,1
2714,ENSP00000371221,0
3825,ENSP00000301891,1
3585,ENSP00000343204,0
864,ENSP00000354961,0
5936,ENSP00000287022,0
